id,adult,budget,genres,original_title,overview,popularity,poster_path,release_date,revenue,runtime,tagline,title,vote_average,actor_1,actor_2,actor_3,actor_4,actor_5,director,file_path_1,file_path_2,file_path_3
359724,,97600000,28,Ford v Ferrari,"1960년대, 매출 감소에 빠진 ‘포드’는 판매 활로를 찾기 위해 스포츠카 레이스를 장악한 절대적 1위 ‘페라리’와의 인수 합병을 추진한다. 막대한 자금력에도 불구, 계약에 실패하고 엔초 페라리로부터 모욕까지 당한 헨리 포드 2세는 르망 24시간 레이스에서 페라리를 박살 낼 차를 만들 것을 지시한다. 세계 3대 자동차 레이싱 대회이자 ‘지옥의 레이스’로 불리는 르망 24시간 레이스. 출전 경험조차 없는 ‘포드’는 대회 6연패를 차지한 ‘페라리’에 대항하기 위해 르망 레이스 우승자 출신 자동차 디자이너 ‘캐롤 셸비’(맷 데이먼)를 고용하고, 그는 누구와도 타협하지 않지만 열정과 실력만큼은 최고인 레이서 ‘켄 마일스’(크리스찬 베일)를 자신의 파트너로 영입한다. 포드의 경영진은 제 멋대로인 ‘켄 마일스’를 눈엣가시처럼 여기며 자신들의 입맛에 맞춘 레이스를 펼치기를 강요하지만 두 사람은 어떤 간섭에도 굴하지 않고 불가능을 뛰어넘기 위한 질주를 시작하는데…",102.017,/ok4jQwrA54NGuw0qyGgVGCVe9H.jpg,/ok4jQwrA54NGuw0qyGgVGCVe9H.jpg,52437000,152,자존심을 건 대결의 시작!   불가능을 즐기는 두 남자를 주목하라!  그 어떤 각본보다 놀라운 실화가 펼쳐진다!,포드 V 페라리,8.0,1892,3894,19498,72638,147056,James Mangold,/n3UanIvmnBlH531pykuzNs4LbH6.jpg,/mn9k8zapebAbCqsiKf24juhXjjx.jpg,/5tgxcXIOnMpQ9DNCQivNLYNG2Zr.jpg
550,,63000000,18,Fight Club,"자동차 회사의 리콜 심사관으로 일하는 주인공(에드워드 노튼)은 일상의 무료함과 공허함 속에서 늘 새로운 탈출을 꿈꾼다. 그는 비행기에서 자신을 비누 제조업자라고 소개하는 타일러 더든(브래드 피트)을 만난다. 집에 돌아온 주인공은 아파트가 누군가에 의해 폭파되었음을 발견하고, 타일러에게 도움을 청해 함께 생활하게 된다. 어느 날 밤 타일러는 주인공에게 자신을 때려달라고 부탁한다. 사람은 싸워봐야 진정한 자신을 알 수 있다는 것이다. 결국 이들은 매주 토요일 밤 술집 지하에서 맨주먹으로 격투를 벌이는 파이트 클럽을 결성하기에 이르는데...",31.842,/kabpExFv9JLp778w9ZtCtZnWH9N.jpg,/kabpExFv9JLp778w9ZtCtZnWH9N.jpg,100853753,139,당신이 알고 있는 모든 것은 허구다,파이트 클럽,8.4,819,287,1283,7470,7499,David Fincher,/mMZRKb3NVo5ZeSPEIaNW9buLWQ0.jpg,/fuSeIUKsizmfiPIwDH7lKiFNQoD.jpg,/pCUdYAaarKqY2AAUtV6xXYO8UGY.jpg
611207,,,35,The Knight Before Christmas,"용맹한 중세의 기사가 그녀에게 반했습니다. 동화책에나 나올 법한 이야기가 실제로 일어났다. 사랑을 믿지 않는 고등학교 과학 교사에게. 설마, 크리스마스의 악몽인가?",99.897,/ivymBQYzYqZoLhvgYg77gSzXKsA.jpg,/ivymBQYzYqZoLhvgYg77gSzXKsA.jpg,,92,,크리스마스에 기사가 올까요?,6.7,67599,1711290,59192,1510971,1225784,Monika Mitchell,/ymwyqmIee4RwdvZP7R14OsmGSRG.jpg,/hvyAzQgRNa3ftnGf9fOh63rbJ32.jpg,
769,,25000000,80,GoodFellas,"아일랜드계 이탈리아인 헨리 힐(레이 리오타)와 토미(조 페시)는 13살에 마피아에 입문해 지미(로버트 드 니로)와 함께 트럭이나 공항 화물을 훔치는 일을 한다. 결혼 후에도 마피아 생활을 계속하는 헨리는 이제 조직에서도 안정된 위치와 경제적 여유를 갖는다.  어느 날 헨리와 지미는 공항터미널 사건을 모의해 현금 6백만 달러라는 엄청한 돈을 훔친다. 이 사건을 은폐하기 위해 혈안이 된 지미는 모의에 참여했던 사람들을 죽이고, 토미는 마피아 조직에 가담했다가 살해당한다. 엎친데 덮친격으로 헨리마저 마약거래로 경찰서에 잡혀 들어가는데...",25.448,/pwpGfTImTGifEGgLb3s6LRPd4I6.jpg,/pwpGfTImTGifEGgLb3s6LRPd4I6.jpg,46836394,146,마피아 영화의 분수령,좋은 친구들,8.4,380,11477,4517,11478,7004,Martin Scorsese,/sw7mordbZxgITU877yTpZCud90M.jpg,/chrngg9mjM6tSU3BF9VHITgn1Ke.jpg,/4JnLgyZeUmwpPP18jiLTYPfx9uY.jpg
384018,,200000000,35,Fast & Furious Presents: Hobbs & Shaw,"이상한 약물에 의해 강력한 파워를 얻게 된 아나키스트 브릭스턴 로어(이드리스 엘바)는 인류를 천천히, 그리고 영원히 다른 존재로 바꿔버릴 수 있는 생화학무기를 손에 넣고 자신은 진화형 인간이 된다. 그런데 데카드 쇼(제이슨 스타뎀)의 동생이자 M16 요원인 해티 쇼(바네사 커비)가 치명적인 병원균이 들어 있는 실린더를 브릭스턴의 손에서 훔쳐 달아난다. 양국으로부터 해티의 행방을 찾아달라는 명령을 받은 루크(드웨인 존슨)와 데카드는 유전자 조작으로 사실상 파괴 불가능한 존재가 되어버린 브릭스턴을 상대로 힘겨운 싸움도 이겨나가야 하는데...",103.225,/vr11CuzFEdNyjIZxVt4bQ9p6iyf.jpg,/vr11CuzFEdNyjIZxVt4bQ9p6iyf.jpg,760098996,137,드디어 그들이 만났다,분노의 질주: 홉스 & 쇼,6.6,18918,976,17605,556356,1222992,David Leitch,/qAhedRxRYWZAgZ8O8pHIl6QHdD7.jpg,/61jTbYGMmtDXs6pPQojtHRAZ2KI.jpg,/yX1qVlUNSxMRQZa4w6B7V0IjFv4.jpg
324857,,90000000,35,Spider-Man: Into the Spider-Verse,"평범한 10대 마일스 모랄레스는 우연히 방사능 거미에 물려 스파이더맨 능력을 가지게 된다. 혼란스러워하던 마일스는 악당과 싸우고 있는 피터 파커를 마주치게 되고 피터 파커는 마일스가 자신과 같은 능력을 가지고 있음을 직감한다. 여러 개의 평행세계가 존재한다는 것을 알게 된 마일스와 피터 파커는 이후 스파이더우먼 스파이더 그웬, 스파이더맨 누아르, 스파이더햄 등 평행세계 속 공존하는 모든 스파이더맨들을 만나게 되는데... 하나의 유니버스에서 만나 팀을 결성한 스파이더맨들은 과연 세계를 구할 수 있을까?",51.099,/vnWgIIEWAvWKOI65tm6h6VRbyY8.jpg,/vnWgIIEWAvWKOI65tm6h6VRbyY8.jpg,375450417,117,새로운 스파이더맨 평행세계의 시작,스파이더맨: 뉴 유니버스,8.4,587506,543505,130640,932967,226366,Bob Persichetti,/uUiId6cG32JSRI6RyBQSvQtLjz2.jpg,/7d6EY00g1c39SGZOoCJ5Py9nNth.jpg,/sAP6kdiGyDnxYOTqfgkM07trPRx.jpg
449924,,52000000,36,葉問4,,97.922,/mAWBfTDAmfpvQGMVFuzuVl49N1P.jpg,/mAWBfTDAmfpvQGMVFuzuVl49N1P.jpg,,,,엽문 4,,1341,83633,78110,1173223,1800792,Wilson Yip,/ekP6EVxL81lZ4ivcqPsoZ72rY0h.jpg,,
539,,806948,53,Psycho,"마리온 크레인(쟈넷 리)는 그녀의 애인 샘(존 개빈)과 결혼하길 원하지만 샘은 빚을 갚을 때까지 기다리라고 말한다. 그래서 그녀는 자신이 다니고 있는 회사 사장이 은행에 입금하라고 맡긴 돈을 들고 도망친다. 도주 첫날 밤 묵게 된 도로변의 낡은 모텔 주인인 노만 베이츠(앤소니 퍼킨스)는 그녀에게 친절하게 대해주며 자신은 모텔 바로 뒤쪽 저택에서 몸이 불편한 어머니와 함께 살고 있다고 말한다. 잠자리에 들기 전 마리온이 샤워를 하는 도중, 난데없이 검은 형상이 욕실에 나타나고 마리온은 실종된다. 마리온을 찾기 위해 그녀의 언니 릴라(베라 마일즈)와 샘, 그리고 보험회사 측에서 고용한 탐정 등 세 사람이 추적에 나서는데...",24.339,/vC3P8hH4r3I3fHiRFa1kj6yzeaN.jpg,/vC3P8hH4r3I3fHiRFa1kj6yzeaN.jpg,32000000,109,"그들은 알게 될 거야, 난 파리 한 마리도 해치지 못하는 사람이란 걸",싸이코,8.4,7301,7302,7303,7304,1936,Alfred Hitchcock,/3md49VBCeqY6MSNyAVY6d5eC6bA.jpg,/12RDCQZNYQib19nep7sgOy5Mxij.jpg,/kf5scyV5N187XhYO7Hw92kuEzRY.jpg
420817,,183000000,10751,Aladdin,알라딘(메나 마수드)은 전광석화 같은 손놀림과 타고난 삼십육계 줄행랑을 고루 갖춘 아그라바 왕국의 좀도둑이다. 원숭이 친구 아부를 대동한 채 굶주림에 고통받는 아이들을 못 본 척하지 않는 게 그의 인간적인 매력. 어느 날 아그라바 왕국을 다스리는 술탄이 애지중지하는 딸 자스민 공주(나오미 스콧)가 백성들을 살피기 위해 성 밖으로 나왔다가 빵을 훔쳤다는 누명을 쓰게 된다. 마침 그 광경을 목격한 알라딘은 자스민 공주를 위기에서 구해준다. 자스민 공주가 왕궁에서 일하는 시녀인 줄 알고 그녀를 보러 성 안에 들어간 알라딘은 재상 자파에게 붙잡히고 마는데...,119.84,/cELHkolvQLCDGXiuZLJ2XzvynCt.jpg,/cELHkolvQLCDGXiuZLJ2XzvynCt.jpg,1047612394,128,"함께 하는 순간, 모든 마법이 현실이 된다",알라딘,7.1,1515478,240724,2888,935235,103330,Guy Ritchie,/rVqY0Bo4Npf6EIONUROxjYAJfmD.jpg,/oX056O8bAInZ75jGY9MacQ2VlsM.jpg,/fRQtk23AQV5uj2sIoJhWCqt37qW.jpg
429,,1200000,37,"Il buono, il brutto, il cattivo","미국의 남북전쟁이 한창인 때, 블론디(클린트 이스트우드)는 멕시칸 총잡이 투코(엘리 월라치)와 함께 동업 중이다. 블론디는 현상범 투코를 잡아 현상금을 받고, 투코가 교수형을 당하는 순간 구해주는 역할. 한편 세텐자(리 반 클리프)라 불리우는 범죄자는 엄청나 돈이 묻힌 비밀장소를 추적 중이다. 그런데, 투코와 실랑이를 벌이던 블론디는 돈이 묻힌 장소를 죽어가는 사람에게 듣게 되고, 결국 둘은 돈을 찾아 나서는데...",25.249,/jhYeZWV6R1yRnMSEYSycixABDxB.jpg,/jhYeZWV6R1yRnMSEYSycixABDxB.jpg,25100000,161,,석양의 무법자,8.4,190,3265,4078,5813,5814,Sergio Leone,/xGC2fY5KFmtuXnsuQwYQKFOLZFy.jpg,/53p25NQY5Db0C9Zs51F4S89IcFx.jpg,/eM8h3x420gfWySqkxT5WvuPFVQz.jpg
